Author,transformed_url
https://www.goodreads.com/author/show/4273737.Dinesh_Chandra_Sen?from_search=true&from_srp=true,https://www.goodreads.com/author/list/4273737.Dinesh_Chandra_Sen?page=3&per_page=30
https://www.goodreads.com/author/show/7060742.Gaganendranath_Tagore?from_search=true&from_srp=true,https://www.goodreads.com/author/list/7060742.Gaganendranath_Tagore?page=3&per_page=30
https://www.goodreads.com/author/show/27967993.Promoth_Chowdhury_?from_search=true&from_srp=true,https://www.goodreads.com/author/list/27967993.Promoth_Chowdhury_?page=3&per_page=30
https://www.goodreads.com/author/show/1308324.Abanindranath_Tagore?from_search=true&from_srp=true,https://www.goodreads.com/author/list/1308324.Abanindranath_Tagore?page=3&per_page=30
https://www.goodreads.com/author/show/1181319.Sarat_Chandra_Chattopadhyay?from_search=true&from_srp=true,https://www.goodreads.com/author/list/1181319.Sarat_Chandra_Chattopadhyay?page=3&per_page=30
https://www.goodreads.com/author/show/17074185.Dakshinaranjan_Mitra_Majumder?from_search=true&from_srp=true,https://www.goodreads.com/author/list/17074185.Dakshinaranjan_Mitra_Majumder?page=3&per_page=30
https://www.goodreads.com/author/show/27967428.M_Abdul_Alim_?from_search=true&from_srp=true,https://www.goodreads.com/author/list/27967428.M_Abdul_Alim_?page=3&per_page=30
https://www.goodreads.com/author/show/17631293.Rakhaldas_Bandyopadhyay?from_search=true&from_srp=true,https://www.goodreads.com/author/list/17631293.Rakhaldas_Bandyopadhyay?page=3&per_page=30
https://www.goodreads.com/author/show/4858953.Jagadish_Gupta?from_search=true&from_srp=true,https://www.goodreads.com/author/list/4858953.Jagadish_Gupta?page=3&per_page=30
https://www.goodreads.com/author/show/146166.Sukumar_Ray?from_search=true&from_srp=true,https://www.goodreads.com/author/list/146166.Sukumar_Ray?page=3&per_page=30
https://www.goodreads.com/author/show/13414454.Mohammad_Lutfur_Rahman?from_search=true&from_srp=true,https://www.goodreads.com/author/list/13414454.Mohammad_Lutfur_Rahman?page=3&per_page=30
https://www.goodreads.com/author/show/8211626.Premankur_Atorthy?from_search=true&from_srp=true,https://www.goodreads.com/author/list/8211626.Premankur_Atorthy?page=3&per_page=30
https://www.goodreads.com/author/show/4858954.Bibhutibhushan_Mukhopadhyay?from_search=true&from_srp=true,https://www.goodreads.com/author/list/4858954.Bibhutibhushan_Mukhopadhyay?page=3&per_page=30
https://www.goodreads.com/author/show/6526140.Golam_Mostofa?from_search=true&from_srp=true,https://www.goodreads.com/author/list/6526140.Golam_Mostofa?page=3&per_page=30
https://www.goodreads.com/author/show/17076635.Qazi_Motahar_Hossain?from_search=true&from_srp=true,https://www.goodreads.com/author/list/17076635.Qazi_Motahar_Hossain?page=3&per_page=30
https://www.goodreads.com/author/show/5820885.Abul_Mansur_Ahmed?from_search=true&from_srp=true,https://www.goodreads.com/author/list/5820885.Abul_Mansur_Ahmed?page=3&per_page=30
https://www.goodreads.com/author/show/21940558.Mahbubul_Alam_Palash?from_search=true&from_srp=true,https://www.goodreads.com/author/list/21940558.Mahbubul_Alam_Palash?page=3&per_page=30
https://www.goodreads.com/author/show/638250.Jibanananda_Das?from_search=true&from_srp=true,https://www.goodreads.com/author/list/638250.Jibanananda_Das?page=3&per_page=30
https://www.goodreads.com/author/show/257813.Sharadindu_Bandyopadhyay?from_search=true&from_srp=true,https://www.goodreads.com/author/list/257813.Sharadindu_Bandyopadhyay?page=3&per_page=30
https://www.goodreads.com/author/show/1671237.Kazi_Nazrul_Islam?from_search=true&from_srp=true,https://www.goodreads.com/author/list/1671237.Kazi_Nazrul_Islam?page=3&per_page=30
