author_url
https://www.goodreads.com/author/show/6093739.Bibhutibhushan_Bandyopadhyay
https://www.goodreads.com/author/show/257813.Sharadindu_Bandyopadhyay
https://www.goodreads.com/author/show/6590819.Satyajit_Ray
https://www.goodreads.com/author/show/36913.Rabindranath_Tagore
https://www.goodreads.com/author/show/3670.Jhumpa_Lahiri
https://www.goodreads.com/author/show/1108338.Narayan_Gangopadhyay
https://www.goodreads.com/author/show/762877.Sunil_Gangopadhyay
https://www.goodreads.com/author/show/746916.Narayan_Sanyal
https://www.goodreads.com/author/show/1181319.Sarat_Chandra_Chattopadhyay
https://www.goodreads.com/author/show/6983656.Humayun_Ahmed
https://www.goodreads.com/author/show/146166.Sukumar_Ray
https://www.goodreads.com/author/show/4859149.Samaresh_Majumdar
https://www.goodreads.com/author/show/5833829.Mahasweta_Devi
https://www.goodreads.com/author/show/7083158.Sankar
https://www.goodreads.com/author/show/1199103.Manik_Bandopadhyay
https://www.goodreads.com/author/show/17074185.Dakshinaranjan_Mitra_Majumder
https://www.goodreads.com/author/show/4242779.Muhammed_Zafar_Iqbal
https://www.goodreads.com/author/show/15864647.Shirshendu_Mukhopadhyay
https://www.goodreads.com/author/show/6467911.Zahir_Raihan
https://www.goodreads.com/author/show/18928631.Sunil_Gangopadhyaya
https://www.goodreads.com/author/show/1661565.Bankim_Chandra_Chattopadhyay
https://www.goodreads.com/author/show/4858948.Syed_Mujtaba_Ali
No author found
