book_id,url
20972662,https://www.goodreads.com/book/show/20972662
56084260,https://www.goodreads.com/book/show/56084260
50894597,https://www.goodreads.com/book/show/50894597-and-then-there-were-none
369995,https://www.goodreads.com/book/show/369995.Black_Cross
207926045,https://www.goodreads.com/book/show/207926045
123004143,https://www.goodreads.com/book/show/123004143
54373691,https://www.goodreads.com/book/show/54373691-tales-from-the-caf
9533378,https://www.goodreads.com/book/show/9533378-hounded
219489015,https://www.goodreads.com/book/show/219489015
65645,https://www.goodreads.com/book/show/65645.The_Lion_the_Witch_and_the_Wardrobe
60560089,https://www.goodreads.com/book/show/60560089
219462816,https://www.goodreads.com/book/show/219462816
5966275,https://www.goodreads.com/book/show/5966275-the-valley-of-fear
65605,https://www.goodreads.com/book/show/65605.The_Magician_s_Nephew
56425177,https://www.goodreads.com/book/show/56425177
10416071,https://www.goodreads.com/book/show/10416071
213628622,https://www.goodreads.com/book/show/213628622
218931851,https://www.goodreads.com/book/show/218931851
25691775,https://www.goodreads.com/book/show/25691775
34669913,https://www.goodreads.com/book/show/34669913
38123107,https://www.goodreads.com/book/show/38123107
205811670,https://www.goodreads.com/book/show/205811670
54469437,https://www.goodreads.com/book/show/54469437
43599693,https://www.goodreads.com/book/show/43599693
37780728,https://www.goodreads.com/book/show/37780728
34100062,https://www.goodreads.com/book/show/34100062
55076133,https://www.goodreads.com/book/show/55076133
213646657,https://www.goodreads.com/book/show/213646657
207708268,https://www.goodreads.com/book/show/207708268
60451595,https://www.goodreads.com/book/show/60451595
60492175,https://www.goodreads.com/book/show/60492175
56901504,https://www.goodreads.com/book/show/56901504
54252817,https://www.goodreads.com/book/show/54252817
51188642,https://www.goodreads.com/book/show/51188642
49118527,https://www.goodreads.com/book/show/49118527
44030821,https://www.goodreads.com/book/show/44030821
111282659,https://www.goodreads.com/book/show/111282659
42367490,https://www.goodreads.com/book/show/42367490
40132688,https://www.goodreads.com/book/show/40132688
40132541,https://www.goodreads.com/book/show/40132541
20711776,https://www.goodreads.com/book/show/20711776-the-secret-of-the-growing-gold
206003265,https://www.goodreads.com/book/show/206003265
70985,https://www.goodreads.com/book/show/70985.Dracula_s_Guest_and_Other_Weird_Tales
36430453,https://www.goodreads.com/book/show/36430453-the-burial-of-the-rats
51651181,https://www.goodreads.com/book/show/51651181-the-crystal-cup
21540072,https://www.goodreads.com/book/show/21540072-the-gipsy-prophecy
24987152,https://www.goodreads.com/book/show/24987152-a-dream-of-red-hands
38598429,https://www.goodreads.com/book/show/38598429-the-dualitists
20466329,https://www.goodreads.com/book/show/20466329-the-coming-of-abel-behenna
53520734,https://www.goodreads.com/book/show/53520734-dracula-s-guest
