User_ID,Book_ID,Rating
19703758,1819717,5
19703758,24023833,5
19703758,157993,5
19703758,1087204,5
19703758,7613,5
19703758,30185619,5
19703758,2309720,5
19703758,485894,5
19703758,43459807,5
19703758,1794575,5
19703758,77203,5
19703758,3765336,5
19703758,865,5
19703758,52036,5
97513431,11566,5
97513431,51430,5
97513431,2165,5
97513431,80125,5
97513431,19135609,5
97513431,11741501,5
97513431,59845233,5
97513431,10569,5
97513431,18386,5
97513431,77013,5
97513431,1411617,5
97513431,832852,5
97513431,11588,5
97513431,7728,5
97513431,464260,5
97513431,10975,5
97513431,2052,5
97513431,617097,5
97513431,6514,5
97513431,6421982,5
57123230,88043,5
57123230,5759,5
57123230,16092736,5
57123230,9602495,5
57123230,13498737,5
57123230,4671,5
57123230,233093,5
57123230,9520914,5
57123230,647934,5
57123230,17902092,5
57123230,20956687,5
57123230,23454002,5
57123230,17902118,5
57123230,17902103,5
57123230,670686,5
57123230,670694,5
57123230,23454010,5
57123230,6660190,5
57123230,1667153,5
57123230,11588,5
99185905,56894553,5
99185905,3084276,5
99185905,128029,5
99185905,3922750,5
99185905,30352069,5
99185905,17412290,5
99185905,17670936,5
99185905,50802618,5
99185905,35881557,5
99185905,40776870,5
99185905,54575114,5
99185905,43900966,4
99185905,39999,4
99185905,17458632,4
99185905,2049640,4
99185905,3128423,4
99185905,3259005,4
99185905,3918630,4
99185905,13241511,4
99185905,13454987,4
12508032,17899948,5
12508032,69951,5
12508032,481372,5
12508032,262038,5
12508032,264390,5
12508032,22034,5
12508032,7035915,5
12508032,140082,5
12508032,7244,5
12508032,38462,5
12508032,825690,5
12508032,11588,5
12508032,5211,5
12508032,19063,5
12508032,9865,5
12508032,78988,5
12508032,4214,5
12508032,79885,5
12508032,50365,5
12508032,14554,5
119107935,2165,5
119107935,16092736,5
119107935,34998513,5
119107935,35299135,5
119107935,38890574,5
119107935,47212,5
119107935,37911133,5
119107935,8998592,5
119107935,35196464,5
119107935,19302,5
119107935,22628,5
119107935,2426848,5
119107935,23110390,5
119107935,47281,5
119107935,3128428,5
119107935,28383521,5
119107935,3259000,5
119107935,77203,5
119107935,36756145,5
119107935,3918747,5
145078410,28245067,5
145078410,56894542,5
145078410,17458632,5
145078410,24317394,5
145078410,968,5
145078410,3084276,5
145078410,8998388,5
145078410,17393040,5
145078410,56662557,5
145078410,17665946,5
145078410,27831471,5
145078410,28503407,5
145078410,34106302,5
145078410,34857683,5
145078410,39078848,5
145078410,43080976,5
145078410,43634944,5
145078410,123845430,5
145078410,54575114,5
145078410,55941612,5
3654176,540912,5
3654176,1586263,5
3654176,1629842,5
3654176,6214534,5
3654176,218,5
3654176,4339,5
3654176,1254616,5
3654176,6956,5
3654176,12000,5
3654176,17876,5
3654176,18334,5
3654176,912632,5
3654176,23808,5
3654176,24851,5
3654176,24973,5
3654176,23919,5
3654176,36064,5
3654176,43708,5
3654176,92057,5
3654176,52403,5
23621066,16188,5
23621066,77770,5
23621066,12691,5
23621066,101299,5
23621066,11125,5
23621066,13645927,5
23621066,12873,5
23621066,11234992,5
23621066,76104,5
23621066,392431,5
23621066,7126,5
23621066,421605,5
23621066,77392,5
23621066,12390479,5
23621066,325421,5
23621066,10412,5
23621066,91244,5
23621066,46306,5
23621066,21787,5
23621066,252499,5
9100524,33917,5
9100524,262033,5
9100524,262037,5
9100524,262038,5
9100524,324585,5
9100524,290376,5
9100524,494617,5
9100524,9593,5
9100524,3412,5
9100524,825690,5
9100524,12970779,5
9100524,9592,5
9100524,617097,5
9100524,1776481,5
9100524,39758979,5
9100524,6473165,5
9100524,431,5
9100524,21717,5
9100524,14935,5
9100524,51070,5
17834354,18045891,5
17834354,25803,5
17834354,25804,5
17834354,25918,5
17834354,3744438,5
17834354,257152,5
17834354,257153,5
17834354,257154,5
17834354,282356,5
17834354,386990,5
17834354,125553,5
17834354,85907,5
17834354,646462,5
17834354,6627416,5
17834354,822771,5
17834354,944585,5
17834354,24271029,5
17834354,980467,5
17834354,1032391,5
17834354,1044499,5
96554247,77770,5
96554247,6297,5
96554247,2165,5
96554247,5296,5
96554247,163657,5
96554247,21695716,5
96554247,233093,5
96554247,72978,5
96554247,43900966,5
96554247,25173609,5
96554247,885500,5
96554247,34080,5
96554247,429854,5
96554247,92303,5
96554247,20956687,5
96554247,42607,5
96554247,23454010,5
96554247,797192,5
96554247,31463,5
96554247,12996,5
43652633,2165,5
43652633,6777157,5
43652633,11012,5
43652633,390508,5
43652633,34080,5
43652633,36467663,5
43652633,92303,5
43652633,35416447,5
43652633,22175,5
43652633,30593,5
43652633,79834,5
43652633,1268536,5
43652633,314787,5
43652633,1338881,5
43652633,1268541,5
43652633,15989094,5
43652633,8998592,5
43652633,87798,5
43652633,395233,5
43652633,1703408,5
111488640,840,5
111488640,24884284,5
111488640,30659,5
111488640,36381681,5
111488640,41597,5
111488640,10569,5
111488640,40961427,5
111488640,197921,5
111488640,9602495,5
111488640,13498737,5
111488640,844051,5
111488640,328802,5
111488640,36600993,5
111488640,7126,5
111488640,63037,5
111488640,583569,5
111488640,646875,5
111488640,15775347,5
111488640,28353066,5
111488640,16179220,5
93841856,2165,5
93841856,79834,5
93841856,7190,5
93841856,31181621,5
93841856,8998592,5
93841856,1772438,5
93841856,24868119,5
93841856,102868,5
93841856,2580306,5
93841856,3084276,5
93841856,3128423,5
93841856,3128428,5
93841856,3918514,5
93841856,3922379,5
93841856,3922899,5
93841856,4722842,5
93841856,18284391,5
93841856,15994295,5
93841856,15824029,5
93841856,15994682,5
102486020,25912167,5
74773503,40411388,5
74773503,115030,5
74773503,258529,5
74773503,262038,5
74773503,332024,5
74773503,7126,5
74773503,17902092,5
74773503,20956877,5
74773503,53316316,5
74773503,20956687,5
74773503,17902118,5
74773503,17902103,5
74773503,670694,5
74773503,726955,5
74773503,23454010,5
74773503,19063,5
74773503,33507,5
74773503,54479,5
74773503,8998592,5
74773503,35560915,5
4469709,149280,5
4469709,244524,5
4469709,244526,5
4469709,22034,5
4469709,328091,5
4469709,7126,5
4469709,4487566,5
4469709,11386601,5
4469709,7190,5
4469709,617097,5
4469709,8998592,5
4469709,670671,5
4469709,65341,5
4469709,14935,5
4469709,1953,5
4469709,3084276,5
4469709,128029,5
4469709,1845,5
4469709,7144,5
4469709,48855,5
1597717,328802,5
1597717,1328605,5
1597717,2053537,5
1597717,1494452,5
1597717,1329406,5
1597717,1340549,5
1597717,1398034,5
1597717,1334844,5
1597717,1839767,5
1597717,3175211,5
1597717,3404992,5
1597717,49703003,5
1597717,52007093,5
1597717,23307952,4
1597717,5122102,4
1597717,1336886,4
1597717,191960,4
1597717,13232854,4
1597717,146122,4
1597717,165556,4
73221135,19662872,5
73221135,7129344,5
73221135,221274,5
73221135,221275,5
73221135,221280,5
73221135,49557005,5
73221135,34998513,5
73221135,42742894,5
73221135,7126,5
73221135,11855046,5
73221135,34525961,5
73221135,20956877,5
73221135,670686,5
73221135,670694,5
73221135,15575,5
73221135,10155,5
73221135,19384450,5
73221135,43429105,5
73221135,35407541,5
73221135,33864698,5
108499989,18045891,5
108499989,30272861,5
108499989,9602495,5
108499989,13498737,5
108499989,264158,5
108499989,7126,5
108499989,61166199,5
108499989,670686,5
108499989,109307,5
108499989,8618088,5
108499989,6185,5
108499989,22628,5
108499989,2340999,5
108499989,2426848,5
108499989,11297,5
108499989,6990665,5
108499989,11590099,5
108499989,15745753,5
108499989,12605098,5
108499989,12605146,5
21786051,821872,5
21786051,32849,5
21786051,890,5
21786051,34319357,5
21786051,59151,5
21786051,825539,5
21786051,2165,5
21786051,133974,5
21786051,12222,5
21786051,24179806,5
21786051,143534,5
21786051,54637784,5
21786051,18386,5
21786051,79121,5
21786051,4671,5
21786051,1617,5
21786051,23876,5
21786051,96358,5
21786051,647934,5
21786051,25179,5
147579391,30659,5
147579391,2165,5
147579391,164620,5
147579391,670686,5
147579391,670694,5
147579391,208458255,5
147579391,957186,5
147579391,30817668,5
147579391,11386578,5
147579391,13079982,5
147579391,63888930,5
147579391,67377,5
147579391,38593329,5
147579391,23600426,5
147579391,105736393,5
147579391,11989,5
147579391,66414,5
147579391,20649327,5
147579391,157993,5
147579391,4865,5
56068189,2165,5
56068189,26839792,5
56068189,30627461,5
56068189,22034,5
56068189,36016353,5
56068189,1298203,5
56068189,1350349,5
56068189,8998592,5
56068189,2547,5
56068189,128029,5
56068189,22743229,5
56068189,26311557,5
56068189,3918453,5
56068189,3918514,5
56068189,3918747,5
56068189,3922899,5
56068189,3923059,5
56068189,3923073,5
56068189,3923343,5
56068189,4785898,5
65574059,28430838,5
65574059,295148,5
65574059,59637047,5
65574059,171547,5
65574059,36381681,5
65574059,2165,5
65574059,5693,5
65574059,143534,5
65574059,52357,5
65574059,248760,5
65574059,320847,5
65574059,24848229,5
65574059,34080,5
65574059,7126,5
65574059,402204,5
65574059,430400,5
65574059,10907,5
65574059,583569,5
65574059,38913300,5
65574059,34835814,5
151393802,20092561,5
151393802,18874122,5
151393802,33632660,5
151393802,133974,5
151393802,13498737,5
151393802,51876297,5
151393802,279460,5
151393802,279461,5
151393802,44539696,5
151393802,65060588,5
151393802,6598851,5
151393802,16179220,5
151393802,53316316,5
151393802,670686,5
151393802,49256,5
151393802,920649,5
151393802,35152881,5
151393802,39988,5
151393802,18990577,5
151393802,29675406,5
53105643,24942174,5
53105643,43900966,5
53105643,429138,5
53105643,1417962,5
53105643,36526635,5
53105643,11386578,5
53105643,1417949,5
53105643,291,5
53105643,416580,5
53105643,32829,5
53105643,23438427,5
53105643,22628,5
53105643,38251883,5
53105643,2547,5
53105643,11297,5
53105643,3084276,5
53105643,3473,5
53105643,23155277,5
53105643,20820994,5
53105643,8289147,5
93203716,25154,5
93203716,24832129,5
93203716,23183,5
93203716,25471985,5
93203716,26225549,5
93203716,52711211,5
93203716,43615355,5
93203716,36634145,5
93203716,25710519,5
93203716,9557,5
93203716,34526892,5
93203716,20959166,5
93203716,853510,5
93203716,24058415,5
93203716,28383539,5
93203716,35177258,5
93203716,3128423,5
93203716,1767461,5
93203716,25583741,5
93203716,53003992,5
103293496,3525,5
103293496,14384,5
103293496,79121,5
103293496,282268,5
103293496,643611,5
103293496,659600,5
103293496,52016156,5
103293496,9777,5
103293496,37781,5
103293496,457264,5
103293496,948061,5
103293496,15926,5
103293496,543975,5
103293496,397641,5
103293496,543976,5
103293496,543979,5
103293496,1156461,5
103293496,18521,5
103293496,1718212,5
103293496,1819717,5
43309961,17804,5
43309961,30119,5
43309961,6082223,5
43309961,30118,5
43309961,163657,5
43309961,165555,5
43309961,146123,5
43309961,250135,5
43309961,233093,5
43309961,43900966,5
43309961,429138,5
43309961,583569,5
43309961,826674,5
43309961,647934,5
43309961,670694,5
43309961,406235,5
43309961,14891,5
43309961,858586,5
43309961,874787,5
43309961,21348,5
44191110,22341,5
44191110,18302,5
44191110,28186,5
44191110,6547258,5
44191110,785454,5
44191110,24629971,5
44191110,143534,5
44191110,22034,5
44191110,400644,5
44191110,475173,5
44191110,475197,5
44191110,475234,5
44191110,16322,5
44191110,1016156,5
44191110,16328,5
44191110,2715091,5
44191110,3590,5
44191110,102770,5
44191110,21686,5
44191110,3008,5
10051075,11421170,5
10051075,19383642,5
10051075,10569,5
10051075,3744438,5
10051075,870982,5
10051075,1301,5
10051075,1048643,5
10051075,6677976,5
10051075,3590,5
10051075,17434867,5
10051075,7190,5
10051075,477725,5
10051075,581721,5
10051075,10888677,5
10051075,20448948,5
10051075,7999079,5
10051075,13336530,5
10051075,580619,5
10051075,78982,5
10051075,6329838,5
2736147,297627,5
2736147,86666,5
2736147,13440,5
2736147,91479,5
2736147,16356,5
2736147,7947239,5
2736147,67035,5
2736147,23793,5
2736147,29997,5
2736147,29998,5
2736147,33482,5
2736147,33484,5
2736147,35814,5
2736147,36133,5
2736147,36135,5
2736147,17738894,5
2736147,62158,5
2736147,68010,5
2736147,1648312,5
2736147,178631832,5
87149498,16102370,5
87149498,370493,5
87149498,129136,5
87149498,143534,5
87149498,198519,5
87149498,7623112,5
87149498,17183333,5
87149498,583569,5
87149498,590621,5
87149498,30817668,5
87149498,46423,5
87149498,1417962,5
87149498,11386578,5
87149498,25710519,5
87149498,15989094,5
87149498,8998592,5
87149498,181077,5
87149498,157993,5
87149498,485894,5
87149498,7733,5
46735809,27543,5
46735809,14118,5
46735809,23919,5
46735809,3087040,5
46735809,105099,5
46735809,141019,5
46735809,9602495,5
46735809,79121,5
46735809,132391,5
46735809,264158,5
46735809,22034,5
46735809,341166,5
46735809,400716,5
46735809,425208,5
46735809,2932,5
46735809,646462,5
46735809,661854,5
46735809,666032,5
46735809,42607,5
46735809,343111,5
43652633,2165,5
43652633,6777157,5
43652633,11012,5
43652633,390508,5
43652633,34080,5
43652633,36467663,5
43652633,92303,5
43652633,35416447,5
43652633,22175,5
43652633,30593,5
43652633,79834,5
43652633,1268536,5
43652633,314787,5
43652633,1338881,5
43652633,1268541,5
43652633,15989094,5
43652633,8998592,5
43652633,87798,5
43652633,395233,5
43652633,1703408,5
20310470,91479,5
20310470,29800,5
20310470,28186,5
20310470,95402,5
20310470,6327,5
20310470,3010058,5
20310470,146128,5
20310470,165555,5
20310470,96428,5
20310470,146104,5
20310470,204040,5
20310470,204041,5
20310470,204042,5
20310470,204043,5
20310470,204044,5
20310470,204045,5
20310470,99383,5
20310470,248870,5
20310470,248871,5
20310470,248873,5
55614051,25152,5
55614051,25153,5
55614051,25154,5
55614051,11125,5
55614051,42953795,5
55614051,47212,5
55614051,1247395,5
55614051,617097,5
55614051,14554,5
55614051,24317394,5
55614051,2580306,5
55614051,389627,5
55614051,3084276,5
55614051,3128423,5
55614051,3128428,5
55614051,3128447,5
55614051,3181564,5
55614051,3259000,5
55614051,3918453,5
55614051,3918747,5
97513431,11566,5
97513431,51430,5
97513431,2165,5
97513431,80125,5
97513431,19135609,5
97513431,11741501,5
97513431,59845233,5
97513431,10569,5
97513431,18386,5
97513431,77013,5
97513431,1411617,5
97513431,832852,5
97513431,11588,5
97513431,7728,5
97513431,464260,5
97513431,10975,5
97513431,2052,5
97513431,617097,5
97513431,6514,5
97513431,6421982,5
107928784,36381681,5
107928784,7623112,5
107928784,22034,5
107928784,28803832,5
107928784,906557,5
107928784,34499746,5
107928784,583569,5
107928784,670672,5
107928784,670673,5
107928784,91477,5
107928784,30311331,5
107928784,45165647,5
107928784,8998592,5
107928784,35196464,5
107928784,52278309,5
107928784,9256645,5
107928784,52090547,5
107928784,52717988,5
107928784,2426848,5
107928784,24317394,5
2989677,63029,5
2989677,61130,5
2989677,143534,5
2989677,213395,5
2989677,472274,5
2989677,266466,5
2989677,122638,5
2989677,874260,5
2989677,9531618,5
2989677,168668,5
2989677,239272,5
2989677,249747,5
2989677,7830330,5
2989677,6428445,5
2989677,122439,5
2989677,45978,5
2989677,2969641,5
2989677,122633,5
2989677,1157181,5
2989677,7635212,5
122953955,40745,5
122953955,16092736,5
122953955,9602495,5
122953955,13498737,5
122953955,6596,5
122953955,88340,5
122953955,39999,5
122953955,30186948,5
122953955,3590,5
122953955,31847158,5
122953955,42596652,5
122953955,9557,5
122953955,1944500,5
122953955,1430,5
122953955,2426632,5
122953955,52529,5
122953955,157993,5
122953955,5,5
122953955,687278,5
